business_id,name,latitude,longitude,stars,review_count,good_for_groups,price_range,wifi,good_for_dancing,good_for_kids,karaoke,jazz,dj,live,romantic,casual,trendy,classy,upscale,postal_code,city,address
NLaK58WvlNQdUunSIkt-jA,Zav Coffee Shop & Gallery,43.6856078,-79.31393620000001,4.5,24,False,1,True,False,False,False,False,False,False,False,False,False,True,False,M4C,Toronto,2048 Danforth Avenue
cicPsia8Wj-DNRkmLbD_xg,The Keg Steakhouse + Bar,43.705842499999996,-79.3978408,3.5,91,True,3,True,False,True,False,False,True,True,False,False,False,False,False,M4S,Toronto,2201 Yonge Street
0nqQIM2PvOcTX6v0L537_Q,Fearless Meat,43.6804133,-79.29027940000002,4.0,17,False,0,True,False,False,True,False,False,False,False,False,False,False,False,M4E,Toronto,884 Kingston Road
rzd_2GJpkvHPejEwJ-IKHg,Somer's Restaurant,41.4402655,-81.8002948,3.5,32,True,1,False,False,True,False,False,False,False,False,False,False,True,False,44135,Cleveland,4197 W 150th St
xVXyrTWbG8U3szze-aA7eg,St. Louis Bar & Grill,43.6901440838,-79.571658481,2.0,34,True,2,True,False,True,False,False,False,False,False,True,False,True,False,M9W,Toronto,"557 Dixon Road, Unit 130"
Yy_SB9r7VQTlIVv_MeOmaA,Cari Mela,45.478639,-73.568839,3.5,9,True,2,False,False,True,False,False,False,True,False,False,False,False,False,H3K,Montréal,2556 Rue Centre
r3jpH6ZuCQY3o1yBuJ67PQ,Master Mix HotPot,43.6522510663,-79.3976421654,3.0,17,True,2,True,False,True,False,True,False,False,False,False,False,False,False,M5T,Toronto,261 Spadina Avenue
sm5Sl7z9Kx1yXExrdGuZ7g,Cho Buffet,40.4526444,-80.1602414,1.5,7,False,2,False,False,False,False,False,False,True,False,False,False,False,False,15205,Pittsburgh,6302 Robinson Centre Dr
yXgmi4C_GQe-Vn47aXA_ig,Pompette,45.517528999999996,-73.58109809999998,4.5,10,True,2,True,False,True,False,False,False,True,False,False,False,False,False,H2W,Montréal,4128 Boulevard Saint-Laurent
goar7zF4G0LdsQ1Y4KS3Iw,Pittsburgh Barbecue Company,40.419899259699996,-80.0300516362,4.0,91,True,2,False,False,True,False,False,False,False,False,False,False,False,False,15216,Pittsburgh,1000 Banksville Rd
TKKX9bllRBMzp0NYr441PQ,Mi'Hito Sushi Laboratory,43.65762120000001,-79.40088490000002,4.0,51,True,2,True,False,True,False,False,False,False,False,False,False,False,False,M5T,Toronto,285 College Street
d9A5lhFHOBvEw-BxSYnWOA,Song Cook's Corean Chilli,43.66374570000001,-79.41645190000001,4.0,4,True,1,False,False,True,True,False,False,False,False,False,True,False,False,M6G,Toronto,681 Bloor St W
grZ6FnfZoj1pQWElAQve3g,Wendy's,40.4002348,-80.0241271,2.0,22,True,1,True,False,True,False,False,True,True,True,False,False,False,False,15226,Pittsburgh,2410 W. Liberty
yG2PdMFn6y3QDw4Uq4b5lg,Dazzling Cafe,43.761612,-79.4092208,3.0,78,True,2,True,False,True,False,False,False,True,False,False,False,False,False,M2N,Toronto,37 Sheppard Avenue E
u0syM4rt_zDpswP47g0pGQ,Bibab Express,43.6418321,-79.4112632,3.5,11,False,2,False,False,True,False,False,False,False,False,False,False,False,False,M7A,Toronto,901 King Street W
37kk0IW6jL7ZlxZF6k2QBg,Edulis,43.641948,-79.4065795,4.0,115,False,4,False,False,False,False,True,False,True,False,False,False,False,False,M5V,Toronto,169 Niagara Street
y1Er-SodAde9QZIcgFf45g,Blackod Steak and Fish House,43.7343668,-79.4044224,2.0,8,True,3,False,False,True,False,False,False,False,True,False,True,False,False,M4N,Toronto,3479 Yonge St
0W27hbZN7Z-PrkhAb0y9Eg,B Montréal,45.5266477836,-73.5735161233,4.5,3,False,1,True,False,True,True,False,False,False,True,True,False,False,False,H2J,Montréal,1207-A Rue Rachel E
0rMFhLzeq3Z2OaJ62MQXlw,Spiga Ristorante,43.6862465,-79.39356140000002,4.0,14,True,3,False,False,True,False,False,False,True,False,False,False,True,False,M4T,Toronto,1378 Yonge Street
dfqLhdQY9e6EiXMk9t-8WQ,Martins,43.6665079966,-79.4978697455,4.5,3,False,0,False,False,False,False,False,False,False,False,False,False,False,False,M6N,Toronto,"2700 St Clair Avenue W, Unit 1"
eKbN4KVQYgGt3flbYqfXzw,Café dei Campi,45.53777120000001,-73.59215259999998,5.0,24,False,1,True,False,True,False,False,False,True,False,True,False,False,False,H2G,Montréal,1360 Boulevard Rosemont
rOyzxtWGekcMBc4aNinZjg,Bistro Grande,43.7003475,-79.4296338,3.0,13,True,3,False,False,True,False,False,False,False,False,False,False,False,False,M6C,Toronto,1000 Eglinton Avenue W
1YC7AbQMlNb5mLUlwwaa3w,Bites and Brews,40.45569620000001,-79.9308834,3.5,85,True,2,True,False,False,False,False,False,False,False,False,False,False,False,15232,Pittsburgh,5750 Ellsworth Ave
-2R--HQiUyvN4qld52oL6g,L'Oeufrier,45.4673341,-73.63831970000003,3.0,8,True,2,False,False,True,False,False,False,False,False,False,False,True,False,H4V,Montréal,6544 Avenue Somerled
zrnP9HqoF-RI9jqoW8pytA,Mlle Catherine,45.508019476899996,-73.553031702,4.5,54,True,1,False,False,True,False,False,True,True,False,False,False,False,True,H2Y,Montréal,423 Place Jacques-Cartier
VUADGMPLJoWqhHb1G4LIcA,Veghed,43.6491656,-79.42249770000002,5.0,71,False,2,False,False,True,False,False,True,False,False,False,False,False,False,M6J,Toronto,1199 Dundas Street W
LRRhbtaohbXGMdaJ1yZjbQ,Kinoya Sushi Bar,43.6463565,-79.3900436,4.0,38,False,0,False,False,False,False,False,False,False,False,False,True,False,True,M5V,Toronto,293 King Street W
TD8v6ESJhPpSjtR47wHBLQ,Sushi Dépanneur,45.526716,-73.580178,4.0,16,True,0,False,False,True,True,False,True,False,False,False,True,False,False,H2J,Montréal,928 Avenue du Mont-Royal Est
oYCx5gO4KkkgYPnglSkk5g,PROP,43.68128239999999,-79.4287282,3.0,20,True,2,False,False,False,False,True,True,True,False,True,False,False,False,M6C,Toronto,770 St Clair Ave W
5JW08_RL9K60Ubo8-8lyVg,Skippa,43.6587414936,-79.4228415599,4.0,71,True,4,False,False,False,True,False,False,False,False,False,False,False,False,M6G,Toronto,379 Harbord Street
zy_NHTqtfSrfTGGPoqy4Mw,Chopin Restaurant,43.644214899999994,-79.44809079999997,3.0,24,True,2,False,False,True,False,False,False,False,False,True,False,False,False,M6R,Toronto,165 Roncesvalles Avenue
Nxg73OigmRQQq0d1pKtkUQ,Xe Lua Restaurant,43.6517002,-79.3979873,3.0,177,True,1,False,False,True,False,True,False,False,False,False,False,False,False,M5T,Toronto,"254 Spadina Avenue, 2nd Floor"
SWX0K1dpy4fcRq-ktZxmCg,Bistro des Moulins,45.574857,-73.66113,3.5,3,True,2,True,False,False,True,False,False,False,False,True,False,False,False,H2B,Montréal,10897 Rue du Pont
IjYGSm4_DjP6VULpP27o_g,My Roti Place,43.660960709399994,-79.3411559715,4.0,8,False,0,False,False,False,True,False,False,False,False,False,False,False,False,M4M,Toronto,948 Queen Street E
2z9SGvCiz5dtyWcr088ESw,Vesta,45.54087120000001,-73.6299498,4.0,6,False,0,False,False,False,False,False,False,False,False,True,False,False,False,H2P,Montréal,206 Rue Jarry E
y-0Twdg0sIhrh7BFJii8LA,Duquesne Club,40.441961,-79.998665,5.0,3,False,0,False,False,False,False,False,False,False,False,False,False,True,False,15222,Pittsburgh,325 6th Ave
bHy8ijMksWhHRMcbxGnYyQ,Scarborough Grand Seafood Restaurant,43.786927399999996,-79.27407149999998,3.5,3,True,1,False,False,True,False,False,False,False,False,True,True,False,False,M1S,Toronto,23 Glen Watford Dr
fnX5U5FsCqRsL6Aw5M5RCg,Pinq Taco,45.5140571,-73.5728765,3.5,3,False,0,False,False,False,False,False,False,True,False,False,False,False,False,H2X,Montréal,3612 Boulevard St-laurent
SqoscicPMzL5mJC5JNaD0w,Chaz & Odette,40.4553023,-79.9436172,3.5,49,True,2,True,False,False,False,False,True,False,False,False,False,False,False,15224,Pittsburgh,5102 Baum Blvd
7LzhLKAwS7PHUvaPIW833A,Dominic's Santos,41.4436519,-81.8581755,3.5,40,True,2,False,False,True,False,False,False,False,False,False,False,True,False,44126,Cleveland,21467 Lorain Rd
QLYGUCpHBHfc6T6UC1LdmA,Pizza Bella,45.4959268,-73.5788435,4.0,20,True,1,False,False,True,False,False,False,False,False,True,True,True,False,H3G,Montréal,1550 Boul De Maisonneuve O
ol-aOSZbIh46Uy3tKjciaA,Mad Hatter Pub,45.496716,-73.575265,4.0,81,True,1,True,False,False,False,False,False,False,False,True,False,False,False,H3G,Montréal,1240 Rue Crescent
8XVAcOZ02IGTQE-pvKhXXw,Plentea,43.6418685,-79.4288069,4.5,87,False,2,True,False,False,False,False,False,False,False,False,False,True,False,M6K,Toronto,1205 Queen Street W
keOzwoc28Iac5mA8FD93uA,Bama's Southern Kitchen,40.3951787,-80.0225039,4.5,16,True,2,False,False,True,False,False,False,False,False,False,False,False,False,15226,Pittsburgh,600 Brookline Blvd
ijNQXC2cBhbkf6iB6D8OJw,Genoa Pizza & Bar,40.4388711,-80.00385329999997,3.0,68,True,2,True,False,True,True,False,True,True,False,False,False,False,False,15222,Pittsburgh,111 Market St
sfcmewwXftvjxRn_Xfpz-w,Anoush Shawarma,43.64363779999999,-79.39108159999998,2.0,15,False,1,False,False,False,False,False,False,False,False,True,False,False,False,M5V,Toronto,330 Front St W
K5Q2vkF5UpytV9Q1rB-5Yg,Akira Back,43.6452974,-79.3923967,4.0,124,True,4,False,False,False,False,False,False,True,False,False,False,True,False,M5V,Toronto,"80 Blue Jays Way, 2nd Floor"
7FA5S7LWBKJrQMV86ZUNuQ,Wasabi Sushi,45.482034999999996,-73.630193,3.5,11,False,0,False,False,False,True,False,False,False,False,False,False,False,False,H3X,Montréal,5410 Chemin Queen-Mary
bsjBLLHR4TMVR5eAeLAI9w,China Town Kim Fung,45.5076747,-73.5620395,3.5,228,True,2,False,False,True,True,False,True,False,False,False,False,True,False,H2Z,Montréal,"1111 Rue Saint-Urbain, Suite M05"
lCwUmc0IEhIMz7lyZ2nwuA,Heart Clean Eats,43.6391167,-79.398135,4.0,7,False,0,True,False,False,False,False,True,False,False,True,False,False,False,M5V,Toronto,113 Fort York Boulevard
59roFbMHNSt6H3UbOO2HmA,Better than Yia Yia's,43.751633399999996,-79.36433170000002,5.0,3,False,2,False,False,False,False,False,True,False,False,False,False,True,False,M3B,Toronto,
tqumNKvNmeII_DRG6SdRuw,Best Bite Bar & Grill,43.653043,-79.6005931,4.5,17,True,2,True,False,True,False,False,False,False,False,True,True,False,False,M9C,Toronto,5503 Eglinton Avenue W
LTPcaw-_IqOfTSDxe8811A,Duke's Pub and Pizza,40.3762608,-80.0367425,3.0,16,True,2,True,False,True,False,True,False,False,False,False,True,False,False,15234,Pittsburgh,329 Castle Shannon Blvd
Pdnh437o_59l0QZsxvQqLQ,Hole-E Burger,43.7105539,-79.39877390000002,3.5,17,False,2,False,False,True,False,True,True,False,False,False,False,False,False,M4P,Toronto,2419 Yonge Street
ULl0tYsqcHe3S-TqKD3mjw,The Bloordale Pantry,43.6583044,-79.44251899999998,3.5,30,True,2,False,False,True,True,True,False,False,False,True,False,False,False,M6H,Toronto,1285 Bloor Street W
ztzjD1Zs5tfMZTYKXkmL9Q,Chicken Monster,43.7783035425,-79.414961189,4.0,17,True,0,False,False,False,False,False,False,False,False,True,False,True,False,M2N,Toronto,101-5519 Yonge Street
DftK-qzebIR829HozNYfgQ,Loic Gourmet,43.6590524,-79.34938840000002,4.0,5,True,2,False,False,True,False,False,False,False,False,False,False,False,False,M4M,Toronto,722 Queen Street E
XmZX5wwhmL6Cfz0vBs0lxQ,Momo's,43.66277520000001,-79.40396820000002,3.5,18,True,2,False,False,True,False,False,False,True,True,False,False,False,False,M5S,Toronto,196 Robert St
_MA98TVmvVIy-XdI0poc7w,Mom's Korean Food,43.6647061,-79.41383559999998,3.0,88,True,1,False,False,True,False,False,False,False,False,True,False,False,False,M6G,Toronto,612 Bloor Street W
nY2oBwH3s5sKox1mERIoVQ,Epicure Cafe & Grill,43.6477412,-79.4012788,3.5,85,True,2,True,False,True,False,False,False,False,True,False,False,False,False,M5V,Toronto,502 Queen Street W
1i5jWQcjWtDWa7Rz5eJmWw,La Garde Partagée,45.510785999999996,-73.56332900000002,4.0,8,False,0,False,False,False,False,False,False,True,False,False,False,True,False,H2X,Montréal,71 Rue Sainte-Catherine E
_WsGlZnbXBdPcs0qM2Qm7w,Ryan's Pub,40.4393965,-79.8971839,3.0,18,True,2,False,False,False,True,False,False,False,False,False,False,False,False,15221,Pittsburgh,607 S Braddock Ave
BSFNuMEguSTVDgXDb-gR7Q,Mito,45.518853,-73.58767900000002,3.0,4,False,0,False,False,False,False,False,False,False,False,False,False,False,False,H2T,Montréal,101 Avenue du Mont-Royal O
FAhFnSJn9owENi61iI8jwQ,Leo. a public house,40.4540188664,-80.0198856998,4.5,16,False,0,False,False,False,False,False,False,False,False,True,False,False,False,15233,Pittsburgh,1207 Allegheny Ave
MTneG8wJrUxIzIfnHe_P-A,Baby Point Lounge,43.6573337,-79.4873715,5.0,5,True,2,False,False,True,False,False,False,True,False,False,False,False,False,M6S,Toronto,343 Jane Street
R_nykJJfrfcfeF4Pof34nA,The Guild,43.6496871,-79.43030870000003,3.5,12,False,0,False,False,False,False,False,False,False,False,True,False,False,False,M6J,Toronto,1442 Dundas Street W
fhTTP5HRqOzmFw-31Qe7QA,Mario's Fish Bowl,41.520361,-81.53810899999998,2.0,4,False,1,False,False,False,False,False,False,False,False,False,False,False,False,44121,Cleveland,3962 Mayfield Rd
xzR3J-4vpt6K4ZHr8nQLCA,Archie's,40.4280498,-79.9718346,3.5,57,True,1,False,False,False,False,False,False,False,True,True,False,False,True,15203,Pittsburgh,2328 E Carson St
s4GP-wV6z2jMlyiLymFR1Q,Restaurant Continental,45.520751085600004,-73.5751536236,4.0,12,True,3,True,False,False,False,True,False,False,False,False,False,False,False,H2W,Montréal,4007 Saint Denis Street
29ljJsh9029okll_6YZ3iw,2K Fusion,45.535649,-73.617284,2.5,5,True,2,True,True,True,False,False,False,False,False,False,False,False,False,H2R,Montréal,89 Rue Jean-Talon
0a1BBSewiusfCalA9UVEYA,Irie Food Joint,43.646449,-79.4071412,4.0,4,True,0,False,False,False,False,False,False,True,False,True,True,False,False,M6J,Toronto,745 Queen Street W
pvo-RRtvw1zBAHRzr8669w,Dumpling Buffet,43.807745178999994,-79.2895870283,3.0,13,True,0,False,False,False,True,False,True,False,False,False,False,True,False,M1V,Toronto,3320 Midland Avenue
IN8BHY7zkhjUxUh4qnbrHg,Camarra's Pizzeria & Restaurant,43.7083419,-79.4530944,3.0,22,True,2,True,False,True,False,True,False,False,False,False,True,False,False,M6B,Toronto,2899 Dufferin Street
plxpL-sVSyU8isXQPe-osQ,Lloydie's,45.524844,-73.59957,4.0,42,False,2,False,False,False,True,True,False,False,False,False,True,True,False,H2T,Montréal,66 Rue Saint Viateur O
aywCwIczds0RosdzqokZ8g,Pizza Cafe,43.737949799999996,-79.43467609999998,4.0,10,False,1,False,False,True,False,False,False,True,False,True,False,False,False,M3H,Toronto,3774 Bathurst St.
V5l2s6HTYVLD-AtIJAC9gA,Saigon Style,45.511129,-73.562781,3.0,4,False,1,False,False,False,True,False,False,False,False,False,False,False,False,H2X,Montréal,91 Rue Saint Catherine E
lPljcKGwLlcwkLT5cl0yDg,Bruegger's Bagels,40.44289000000001,-79.996284,3.0,14,True,1,True,False,True,False,False,False,False,False,False,False,False,False,15219,Pittsburgh,411 Seventh Ave
Lij0OcvPD4LAnmklHQpDCg,Pagoda,43.774239200000004,-79.5014316,2.0,5,True,1,False,False,False,False,True,False,True,False,False,False,False,False,M3J,Toronto,4700 Keele Street
jsGQXcPfsE1ZHAO4wTUMxQ,La Maison Grecque,45.521337,-73.575221,4.0,22,True,2,False,False,True,False,False,False,False,False,False,False,False,False,H2L,Montréal,450 Avenue Duluth E
gc2XZigymAwwNkjihdkO5w,DeCourses Café,43.5973433,-79.52172409999999,4.5,18,False,0,True,False,False,False,True,False,False,False,False,True,False,False,M8V,Toronto,3232 Lake Shore Blvd W
36pB0QVVNZuOLV_UxosbAQ,Marmite Su'l Feu,45.4793147,-73.5844974,4.5,21,True,2,True,False,True,False,True,False,False,False,False,False,False,False,H4C,Montréal,3911 Rue Saint-Jacques
sHobmDWiTSsRvcE7H4KkgA,Wild Burger,43.7066823567,-79.3894361,3.5,31,True,2,True,False,True,False,False,False,False,False,True,False,False,False,M4S,Toronto,709 Mount Pleasant Road
EwlA5wluJw5zzXxtA42brQ,Bar Centrale,43.6800369,-79.3905192,4.0,5,False,2,False,False,False,True,False,False,True,False,False,False,False,False,M4W,Toronto,1095 Yonge Street
yv4Ov5b21VI_-52BNRLolA,Mezbaan Food,43.7137919,-79.5592962,3.0,3,False,0,False,False,False,True,False,False,False,False,True,False,True,False,M9W,Toronto,50A Rexdale Blvd
sfUEIfyIpAm14W64tZOtxg,Thai Express,45.502466,-73.57130409999998,3.0,3,False,0,False,False,False,False,False,False,False,False,True,False,True,False,H3B,Montréal,705 rue Sainte-Catherine O
OtAVXleSatkQeZn9Twg4Aw,00 Gelato,43.646311931499994,-79.39132929600001,4.5,67,False,1,False,False,False,False,False,False,False,False,False,False,True,False,M5V,Toronto,370 King Street W
Ct3EA87rf_liNzwzbmNUgw,Chinese Egg Waffle Vendor,43.652635499999995,-79.3983795,4.5,4,False,1,False,False,False,False,False,False,False,False,False,False,False,False,M5T,Toronto,"Dragon City Centre, 280 Spadina Ave"
4KHo1LnkM69RtWTDBdG16g,31 Kitchen,43.7903766,-79.365383,3.0,48,True,2,True,False,True,False,False,False,False,False,False,False,True,False,M2H,Toronto,"10 Ravel Road, Unit 1-2"
J5JzAUd2wzyArZ-qHT0A4A,Poros,40.4402172791,-80.00292191279999,3.5,143,True,2,True,False,False,False,False,False,True,False,False,False,False,False,15222,Pittsburgh,2 Ppg Pl
NIsnu3gTZ4AzGM9THoiDlQ,Dumpling Shop,45.474612799999996,-73.62332430000002,3.0,13,True,0,True,False,True,False,True,False,False,False,True,False,True,False,H4A,Montréal,5674 Avenue de Monkland
AOhJfJVuEPUh_in7WHDnzQ,Subway,43.6889196,-79.3945875,1.5,3,False,1,False,False,True,False,True,False,True,False,False,False,False,False,M4T,Toronto,1506 Yonge Street
qW670GkK3WdOr3gQWpUegA,Com Tam Dao Vien Peach Garden Restaurant,43.7507696674,-79.5464342695,3.5,8,True,1,False,False,True,False,False,False,False,False,False,True,False,False,M9M,Toronto,"2437 Finch Avenue W, Unit 9 - 10"
geQG2a9uO6Q9hXVx937Kbw,Burrito Boyz,43.6563929,-79.378509,3.5,61,False,1,False,False,True,False,False,False,True,False,False,False,True,False,M5B,Toronto,74 Dundas Street E
VT5zZ-3RAkEYdlGF4gHuag,Maison June Rose,45.51527539999999,-73.5747548,3.0,8,True,2,False,False,False,False,False,True,False,False,False,False,True,False,H2W,Montréal,16 Avenue des Pins Est
VR7vnIP0rg1teDUVp6L0qA,N° 900,45.475551791499996,-73.6230416223,3.5,27,True,2,True,False,True,False,False,False,False,False,False,False,False,False,H4A,Montréal,5611 Avenue de Monkland
q0hAKzn_LmyUiScCuWS4Hg,Korean Grill House,43.6692612,-79.3868327,3.0,122,True,2,False,False,True,False,False,True,True,False,False,True,True,False,M4Y,Toronto,754 Yonge Street
WvKSUHtNMmRUU2g5cgwmqw,Restaurant Euro Deli,45.5142451,-73.573006,4.5,6,False,1,True,False,False,False,True,False,True,False,False,True,False,False,H2X,Montréal,3619 Saint-Laurent Boul
2vuAlukfUZf3vbHsexEeDw,McDonald's,43.672212,-79.467928,1.0,20,False,2,True,False,True,False,False,False,False,False,False,False,False,False,M6N,Toronto,630 Keele St
u1qzJu0JwbKU-HjIFjq8kw,Dewey's Coffee House,41.484680499999996,-81.5899745,4.0,84,True,1,False,False,True,False,False,False,False,False,False,False,False,False,44120,Cleveland,13201 Shaker Sq
5IRIBTFKc_vfiMnN667gbQ,Mercado Negro,43.675498504,-79.45472621340001,5.0,8,True,0,False,False,False,False,False,False,True,False,False,False,False,False,M6E,Toronto,1370 Street Clair W
kwXTdolA_0G2haHW4To5kA,Freshii,43.81368670000001,-79.3440034,2.0,7,False,0,True,False,False,False,False,False,False,False,True,False,False,False,M2H,Toronto,"3389 Steeles Avenue E, Suite 130A"
2P1Rvd4IboY8z7oRoT8b8g,Dagostino Pizza,45.624798,-73.599041,4.5,3,False,0,False,False,False,False,False,False,True,False,False,True,False,False,H1E,Montréal,7470 Maurice-Duplessis Boul
cPZ5ugSrVrqnqD5ZsJhnpA,Pgh Crepes,40.4439607709,-79.9542873063,3.5,26,False,1,False,False,True,False,False,False,False,False,False,False,False,False,15213,Pittsburgh,Bigelow Blvd & Forbes Ave
1RE-r3jSXwDoH252u2or1g,Dessert Lady Café,43.6687719039,-79.3902338231,3.5,9,False,0,True,False,False,False,False,False,False,False,False,False,False,False,M5S,Toronto,1 Sultan Street
Aes4MuZLnFqglFJNMZxRbw,Lydiah's Coffee House,40.4371691,-79.9981261,4.5,27,False,1,False,False,False,False,True,True,True,True,False,False,False,False,15219,Pittsburgh,200 Grant St
PwJO7Z7RL4hkBSCHsRRE7Q,Kay Pacha,43.6813999,-79.4278949,4.0,40,True,3,False,False,False,False,False,False,False,True,False,True,False,False,M6C,Toronto,744 St Clair Avenue W
Grr2wJ3nYD_7qUyespDglA,Corrado's,43.6482939644,-79.3906370695,4.5,197,True,1,False,False,True,False,False,False,False,False,True,False,True,False,M5V,Toronto,118 John Street
LuBj6jfwKsbpKy441wkRlQ,Sushi Xtra,43.6487356,-79.3952314,2.5,57,True,2,False,False,True,False,False,False,False,True,False,False,False,False,M5V,Toronto,423 Queen Street West
d4bVdEDwxmyB0M-w5vNNPg,Simple Bistro,43.7042023,-79.38828070000002,3.0,22,True,3,True,False,False,True,False,False,False,True,True,True,False,False,M4S,Toronto,619 Mount Pleasant Road
IfUkm42SB9D0m_ZbkQ711A,The Fish Store & Sandwiches,43.6549209,-79.4163139,4.0,138,False,1,False,False,True,False,True,False,False,False,True,False,False,False,M6G,Toronto,657 College Street
2PCz_uVX7GOXtGHNXAPXhw,Sugar Marmalade,43.80492921,-79.288043417,3.0,70,True,1,True,False,True,False,True,False,False,False,True,False,True,False,M1V,Toronto,"3278 Midland Avenue, Unit D106"
X2f2s37_cFKo4xpzGFqk1w,Hokkaido Seafood Buffet,40.4154710864,-79.92414327899999,3.0,243,True,2,False,False,True,False,False,False,False,False,True,False,False,False,15217,Pittsburgh,4612 Browns Hill Rd
UXfewx0UfJrQypFDlwAKYg,Vua,45.494826,-73.5784337,3.5,22,False,1,True,False,True,False,False,False,True,False,False,False,False,False,H3H,Montréal,1621 Rue Sainte-Catherine O
iqDsX4ANZfKQpVSsmZsyqg,Le Castillon,45.4995077,-73.5638903,3.0,3,False,0,False,False,False,False,False,False,True,False,False,True,False,False,H5A,Montréal,"Hilton Bonaventure, 900, rue de la Gauchetière"
U3A716YhAWFkyURKcfUo7A,Cosmic Treats,43.65406220000001,-79.40147859999998,4.0,112,True,2,True,False,True,False,False,False,False,False,False,False,False,False,M5T,Toronto,207 Augusta Avenue
H6skMpg_g-sOrfTQf_Q5LQ,Thai Hana,40.4415006,-79.958821,3.0,133,True,2,True,False,True,True,False,False,True,True,False,False,False,False,15213,Pittsburgh,3608 5th Ave
U7JrKn4fYW2RpJa7Nl-X_g,The Carlton Restaurant,43.6617125,-79.38110429999998,4.5,6,False,0,False,False,False,False,False,False,True,False,True,True,False,False,M5B,Toronto,"Holiday Inn, 30 Carlton Street"
_o2fJBcVgLpy-L970Y7qYQ,Thai Express,43.65583529999999,-79.3881303,2.5,13,False,2,False,False,True,False,False,False,False,False,False,False,False,False,M5G,Toronto,505 University Avenue
N-U0o7hIKy3Z6KY_O4RuPg,PICEA997,43.6698988,-79.43154859999999,3.0,32,True,2,True,False,True,False,False,False,False,False,False,True,False,True,M6H,Toronto,997 Dupont Street
4juuUn_vuJLP4MMFJetXfw,Jazz 28,41.4971381,-81.6792833,4.0,3,False,2,False,False,False,True,False,True,True,False,False,False,False,True,44113,Cleveland,1332 Carnegie Ave
tuB82m4oIlKLyWeQjEF16g,Tasty N Healthy,40.46467620000001,-79.827253,4.5,37,True,1,False,False,True,False,False,False,True,False,False,False,True,False,15235,Pittsburgh,11633 Penn Hills Dr
1zl7-8t8jQ4NX29qRp8soA,City Fresh Pasta,40.4335076,-79.9228533,4.5,28,False,0,False,False,True,False,False,False,False,False,True,False,False,False,15217,Pittsburgh,2107 Murray Ave
O8Lo-36jwEgKOtBsOxfnuA,Madame Smith,45.550075,-73.541499,3.5,5,False,0,False,False,False,False,True,False,True,False,False,True,True,False,H1W,Montréal,4061 Rue Ontario E
